date,state,epidemiological_week_2019,epidemiological_week_2020,deaths_indeterminate_2019,deaths_respiratory_failure_2019,deaths_others_2019,deaths_pneumonia_2019,deaths_septicemia_2019,deaths_sars_2019,deaths_covid19,deaths_indeterminate_2020,deaths_respiratory_failure_2020,deaths_others_2020,deaths_pneumonia_2020,deaths_septicemia_2020,deaths_sars_2020,deaths_total_2019,deaths_total_2020,new_deaths_indeterminate_2019,new_deaths_respiratory_failure_2019,new_deaths_others_2019,new_deaths_pneumonia_2019,new_deaths_septicemia_2019,new_deaths_sars_2019,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_respiratory_failure_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_septicemia_2020,new_deaths_sars_2020,new_deaths_total_2019,new_deaths_total_2020
07/12/2020,ES,49,50,9,1310,12053,4861,3517,32,4728,4,1305,12213,3624,3261,328,21782,25463,,2,41,10,15,,18,,2,23,10,10,3,68,66
07/12/2020,GO,49,50,132,3115,14860,6421,3724,42,6938,165,3169,15186,5466,3815,200,28294,34939,1,15,40,12,13,,8,,9,31,15,6,,81,69
07/12/2020,MA,49,50,130,1723,11739,2371,1719,6,2688,192,2177,13490,2224,1706,854,17688,23331,1,6,47,1,1,,3,2,4,20,6,6,,56,41
07/12/2020,MG,49,50,1727,10128,63459,19956,17105,203,12230,1811,9403,68888,17642,17341,825,112578,128140,5,17,169,55,60,,78,3,27,166,50,45,4,306,373
07/12/2020,MS,49,50,75,1270,7587,3422,1772,39,1932,54,1301,8006,2987,1760,80,14165,16120,1,2,28,13,11,,13,,,24,5,8,,55,50
07/12/2020,MT,49,50,37,782,9730,1131,845,25,2978,71,782,9959,1366,1160,52,12550,16368,,3,36,,1,,5,1,2,6,5,3,,40,22
07/12/2020,PA,49,50,177,2460,12487,4013,2664,35,5255,170,2667,13360,3796,2497,861,21836,28606,,9,45,10,10,,4,,6,28,4,8,1,74,51
07/12/2020,PB,49,50,132,2318,13327,4408,3487,24,2853,186,2106,13826,3337,3146,290,23696,25744,,4,38,9,12,,5,,5,40,4,10,,63,64
07/12/2020,PE,49,50,308,4547,29624,7607,12689,45,7001,596,3872,32279,5393,10440,4476,54820,64057,3,14,75,32,37,,27,1,9,103,8,30,12,161,190
07/12/2020,PI,49,50,67,1723,6456,2354,1509,23,1551,58,1371,6280,1628,1170,80,12132,12138,,3,19,2,9,,3,,5,9,3,2,,33,22
07/12/2020,PR,49,50,337,4761,35260,11675,8699,120,8112,411,4067,35992,8773,7864,326,60852,65545,,13,106,25,22,1,61,,11,103,17,26,4,167,222
07/12/2020,RJ,49,50,354,9363,72862,24011,23346,97,24131,1795,9749,72649,21519,20164,1826,130033,151833,3,34,209,62,62,,139,10,21,219,74,52,7,370,522
07/12/2020,RN,49,50,118,1009,7895,3258,2313,20,2086,93,1097,8291,2375,2088,227,14613,16257,1,3,22,7,6,,7,,4,36,10,7,2,39,66
07/12/2020,RO,49,50,52,634,3953,1042,907,8,1291,30,561,4029,855,786,34,6596,7586,,1,9,2,3,,4,,3,11,1,3,1,15,23
07/12/2020,RR,49,50,3,126,1161,461,296,4,660,6,125,1228,303,254,16,2051,2592,,1,1,,2,,,,,4,1,1,,4,6
07/12/2020,RS,49,50,525,6784,44848,14933,11482,82,7729,546,5931,44159,11403,10573,351,78654,80692,1,19,115,44,32,,70,2,13,128,38,28,,211,279
07/12/2020,SC,49,50,223,3247,20768,6996,5075,64,4314,209,2863,21546,5367,4508,107,36373,38914,,7,42,21,13,,48,1,12,68,17,13,,83,159
07/12/2020,SE,49,50,89,860,6008,1617,1934,23,1959,119,861,5965,1308,1633,80,10531,11925,,4,15,4,8,,4,,5,19,2,3,,31,33
07/12/2020,SP,49,50,1317,23967,149975,68865,40442,276,47422,1724,25734,156182,51315,37755,2298,284842,322430,4,72,413,161,132,,160,5,67,414,119,125,8,782,898
07/12/2020,TO,49,50,47,420,2929,820,486,7,833,44,411,2947,716,516,24,4709,5491,,,6,,2,,1,,1,10,2,3,,8,17
06/12/2020,AC,49,50,37,210,1847,819,394,5,741,39,227,1986,602,381,26,3312,4002,,,11,3,,,2,,1,7,2,1,2,14,15
06/12/2020,AL,49,50,88,1452,9432,2458,2023,13,2247,98,1299,10196,1839,2034,297,15466,18010,,2,27,5,6,,1,,2,31,3,7,,40,44
06/12/2020,AM,49,50,124,624,7773,1984,1710,32,2677,138,891,7945,2224,1741,747,12247,16363,,2,23,5,7,,2,,1,17,3,4,,37,27
06/12/2020,AP,49,50,11,236,1230,437,391,6,743,6,238,1076,271,271,20,2311,2625,,,4,1,,,2,,,,,,,5,2
06/12/2020,BA,49,50,102,7236,40500,6842,8662,95,7935,140,6587,44281,5989,8374,451,63437,73757,,15,109,17,23,1,22,,20,95,17,20,,165,174
06/12/2020,CE,49,50,116,2777,22240,6785,4537,37,9446,180,3019,24928,5772,4519,665,36492,48529,1,8,58,20,14,,15,,9,89,9,7,1,101,130
06/12/2020,DF,49,50,124,922,6687,3055,2325,37,3765,126,916,6952,2627,1990,67,13150,16443,,2,13,15,5,,5,2,2,17,3,5,,35,34
06/12/2020,ES,49,50,9,1308,12012,4851,3502,32,4710,4,1303,12190,3614,3251,325,21714,25397,,6,40,17,6,,26,,6,31,8,13,,69,84
06/12/2020,GO,49,50,131,3100,14820,6409,3711,42,6930,165,3160,15155,5451,3809,200,28213,34870,,11,38,10,15,,9,,8,36,16,10,,74,79
06/12/2020,MA,49,50,129,1717,11692,2370,1718,6,2685,190,2173,13470,2218,1700,854,17632,23290,,3,29,4,3,,2,,2,34,8,5,,39,51
06/12/2020,MG,49,50,1722,10111,63290,19901,17045,203,12152,1808,9376,68722,17592,17296,821,112272,127767,2,27,216,48,52,,63,3,24,167,41,58,3,345,359
06/12/2020,MS,49,50,74,1268,7559,3409,1761,39,1919,54,1301,7982,2982,1752,80,14110,16070,,7,28,6,7,,11,,5,13,6,4,,48,39
06/12/2020,MT,49,50,37,779,9694,1131,844,25,2973,70,780,9953,1361,1157,52,12510,16346,,1,33,3,,,7,,2,21,1,3,,37,34
06/12/2020,PA,49,50,177,2451,12442,4003,2654,35,5251,170,2661,13332,3792,2489,860,21762,28555,,9,35,13,12,,4,,2,34,6,4,,69,50
06/12/2020,PB,49,50,132,2314,13289,4399,3475,24,2848,186,2101,13786,3333,3136,290,23633,25680,,5,39,3,7,,12,,4,47,11,6,1,54,81
06/12/2020,PE,49,50,305,4533,29549,7575,12652,45,6974,595,3863,32176,5385,10410,4464,54659,63867,1,13,92,22,47,1,28,2,8,90,16,31,6,176,181
06/12/2020,PI,49,50,67,1720,6437,2352,1500,23,1548,58,1366,6271,1625,1168,80,12099,12116,,4,23,6,4,,3,,4,8,1,2,,37,18
06/12/2020,PR,49,50,337,4748,35154,11650,8677,119,8051,411,4056,35889,8756,7838,322,60685,65323,3,13,125,20,22,,53,1,11,89,21,13,,183,188
06/12/2020,RJ,49,50,351,9329,72653,23949,23284,97,23992,1785,9728,72430,21445,20112,1819,129663,151311,6,31,226,60,78,2,145,6,18,183,82,57,7,403,498
06/12/2020,RN,49,50,117,1006,7873,3251,2307,20,2079,93,1093,8255,2365,2081,225,14574,16191,2,2,20,14,6,,11,,1,12,4,5,,44,33
06/12/2020,RO,49,50,52,633,3944,1040,904,8,1287,30,558,4018,854,783,33,6581,7563,1,4,14,2,1,,9,,2,9,6,1,1,22,28
06/12/2020,RR,49,50,3,125,1160,461,294,4,660,6,125,1224,302,253,16,2047,2586,,,4,,,,5,,1,6,1,,,4,13
06/12/2020,RS,49,50,524,6765,44733,14889,11450,82,7659,544,5918,44031,11365,10545,351,78443,80413,,13,125,42,28,,45,1,18,142,30,28,2,208,266
06/12/2020,SC,49,50,223,3240,20726,6975,5062,64,4266,208,2851,21478,5350,4495,107,36290,38755,1,10,67,15,14,,54,,13,54,10,16,3,107,150
06/12/2020,SE,49,50,89,856,5993,1613,1926,23,1955,119,856,5946,1306,1630,80,10500,11892,,5,20,4,11,,5,,1,16,2,10,,40,34
06/12/2020,SP,49,50,1313,23895,149562,68704,40310,276,47262,1719,25667,155768,51196,37630,2290,284060,321532,2,61,435,155,102,,138,4,54,446,122,114,3,755,881
06/12/2020,TO,49,50,47,420,2923,820,484,7,832,44,410,2937,714,513,24,4701,5474,,3,5,1,2,,,,,5,2,1,,11,8
05/12/2020,AC,49,49,37,210,1836,816,394,5,739,39,226,1979,600,380,24,3298,3987,,,7,2,3,,1,,,5,2,,,12,8
05/12/2020,AL,49,49,88,1450,9405,2453,2017,13,2246,98,1297,10165,1836,2027,297,15426,17966,,3,30,8,12,,1,,1,28,2,3,,53,35
05/12/2020,AM,49,49,124,622,7750,1979,1703,32,2675,138,890,7928,2221,1737,747,12210,16336,,3,18,7,5,,8,1,1,19,3,4,,33,36
05/12/2020,AP,49,49,11,236,1226,436,391,6,741,6,238,1076,271,271,20,2306,2623,,3,2,2,2,,4,,,,,2,,9,6
05/12/2020,BA,49,49,102,7221,40391,6825,8639,94,7913,140,6567,44186,5972,8354,451,63272,73583,,23,104,19,32,,19,1,16,107,8,20,1,178,172
05/12/2020,CE,49,49,115,2769,22182,6765,4523,37,9431,180,3010,24839,5763,4512,664,36391,48399,3,7,63,24,15,,14,,4,71,14,10,,112,113
05/12/2020,DF,49,49,124,920,6674,3040,2320,37,3760,124,914,6935,2624,1985,67,13115,16409,,4,21,6,9,,6,,1,19,5,5,,40,36
05/12/2020,ES,49,49,9,1302,11972,4834,3496,32,4684,4,1297,12159,3606,3238,325,21645,25313,,6,39,14,11,,21,,3,37,9,6,2,70,78
05/12/2020,GO,49,49,131,3089,14782,6399,3696,42,6921,165,3152,15119,5435,3799,200,28139,34791,,7,37,16,11,,13,,13,38,15,14,,71,93
05/12/2020,MA,49,49,129,1714,11663,2366,1715,6,2683,190,2171,13436,2210,1695,854,17593,23239,,7,31,4,7,,2,,4,28,4,5,,49,43
05/12/2020,MG,49,49,1720,10084,63074,19853,16993,203,12089,1805,9352,68555,17551,17238,818,111927,127408,5,18,185,41,42,1,56,1,21,198,43,64,2,292,385
05/12/2020,MS,49,49,74,1261,7531,3403,1754,39,1908,54,1296,7969,2976,1748,80,14062,16031,,2,30,5,7,,9,,2,21,4,5,1,44,42
05/12/2020,MT,49,49,37,778,9661,1128,844,25,2966,70,778,9932,1360,1154,52,12473,16312,,3,28,2,2,,7,,2,24,6,3,,35,42
05/12/2020,PA,49,49,177,2442,12407,3990,2642,35,5247,170,2659,13298,3786,2485,860,21693,28505,,10,50,13,8,,5,,3,26,2,4,,81,40
05/12/2020,PB,49,49,132,2309,13250,4396,3468,24,2836,186,2097,13739,3322,3130,289,23579,25599,,5,47,13,14,,5,1,8,33,8,7,,79,62
05/12/2020,PE,49,49,304,4520,29457,7553,12605,44,6946,593,3855,32086,5369,10379,4458,54483,63686,1,10,83,29,37,,37,4,18,95,15,20,8,160,197
05/12/2020,PI,49,49,67,1716,6414,2346,1496,23,1545,58,1362,6263,1624,1166,80,12062,12098,,2,19,8,4,,2,,3,11,1,,,33,17
05/12/2020,PR,49,49,334,4735,35029,11630,8655,119,7998,410,4045,35800,8735,7825,322,60502,65135,1,16,115,36,24,1,53,2,9,74,23,19,1,193,181
05/12/2020,RJ,49,49,345,9298,72427,23889,23206,95,23847,1779,9710,72247,21363,20055,1812,129260,150813,2,30,208,60,68,,121,9,21,233,82,67,8,368,541
05/12/2020,RN,49,49,115,1004,7853,3237,2301,20,2068,93,1092,8243,2361,2076,225,14530,16158,,4,18,9,4,,4,,3,22,6,4,2,35,41
05/12/2020,RO,49,49,51,629,3930,1038,903,8,1278,30,556,4009,848,782,32,6559,7535,,2,16,5,3,,7,,1,15,5,5,1,26,34
05/12/2020,RR,49,49,3,125,1156,461,294,4,655,6,124,1218,301,253,16,2043,2573,,,3,,1,,,,1,4,2,,,4,7
05/12/2020,RS,49,49,524,6752,44608,14847,11422,82,7614,543,5900,43889,11335,10517,349,78235,80147,1,16,108,34,34,,57,4,13,120,28,21,1,193,244
05/12/2020,SC,49,49,222,3230,20659,6960,5048,64,4212,208,2838,21424,5340,4479,104,36183,38605,,13,54,17,17,,45,,11,58,16,10,,101,140
05/12/2020,SE,49,49,89,851,5973,1609,1915,23,1950,119,855,5930,1304,1620,80,10460,11858,2,3,15,5,6,1,8,,1,13,1,2,,32,25
05/12/2020,SP,49,49,1311,23834,149127,68549,40208,276,47124,1715,25613,155322,51074,37516,2287,283305,320651,3,64,414,163,113,1,163,7,61,442,152,111,6,758,942
05/12/2020,TO,49,49,47,417,2918,819,482,7,832,44,410,2932,712,512,24,4690,5466,,2,7,7,,,2,,,12,,1,,16,15
04/12/2020,AC,49,49,37,210,1829,814,391,5,738,39,226,1974,598,380,24,3286,3979,,,8,1,1,,3,,1,4,2,,,10,10
04/12/2020,AL,49,49,88,1447,9375,2445,2005,13,2245,98,1296,10137,1834,2024,297,15373,17931,1,3,33,4,3,,1,,4,25,2,4,,44,36
04/12/2020,AM,49,49,124,619,7732,1972,1698,32,2667,137,889,7909,2218,1733,747,12177,16300,1,4,20,3,7,,8,,,15,3,4,,35,30
04/12/2020,AP,49,49,11,233,1224,434,389,6,737,6,238,1076,271,269,20,2297,2617,,1,,,1,,1,,,1,,,,2,2
04/12/2020,BA,49,49,102,7198,40287,6806,8607,94,7894,139,6551,44079,5964,8334,450,63094,73411,,20,121,20,21,,19,,15,121,16,21,,182,192
04/12/2020,CE,49,49,112,2762,22119,6741,4508,37,9417,180,3006,24768,5749,4502,664,36279,48286,,7,66,18,15,,10,2,7,71,18,18,2,106,128
04/12/2020,DF,49,49,124,916,6653,3034,2311,37,3754,124,913,6916,2619,1980,67,13075,16373,,4,21,12,8,,5,,1,18,5,6,,45,35
04/12/2020,ES,49,49,9,1296,11933,4820,3485,32,4663,4,1294,12122,3597,3232,323,21575,25235,,4,34,13,12,,22,,5,38,9,15,2,63,91
04/12/2020,GO,49,49,131,3082,14745,6383,3685,42,6908,165,3139,15081,5420,3785,200,28068,34698,,8,43,14,14,,18,2,5,31,10,14,,79,80
04/12/2020,MA,49,49,129,1707,11632,2362,1708,6,2681,190,2167,13408,2206,1690,854,17544,23196,,5,33,3,9,,3,1,1,37,6,8,,50,56
04/12/2020,MG,49,49,1715,10066,62889,19812,16951,202,12033,1804,9331,68357,17508,17174,816,111635,127023,4,27,146,54,51,1,68,2,23,168,32,50,1,283,344
04/12/2020,MS,49,49,74,1259,7501,3398,1747,39,1899,54,1294,7948,2972,1743,79,14018,15989,,6,26,8,3,,11,,4,21,6,5,1,43,48
04/12/2020,MT,49,49,37,775,9633,1126,842,25,2959,70,776,9908,1354,1151,52,12438,16270,,4,42,,1,,6,,4,16,8,8,,47,42
04/12/2020,PA,49,49,177,2432,12357,3977,2634,35,5242,170,2656,13272,3784,2481,860,21612,28465,,8,43,11,8,,5,,5,22,7,7,,70,46
04/12/2020,PB,49,49,132,2304,13203,4383,3454,24,2831,185,2089,13706,3314,3123,289,23500,25537,,7,42,12,10,,12,,6,25,14,10,,71,67
04/12/2020,PE,49,49,303,4510,29374,7524,12568,44,6909,589,3837,31991,5354,10359,4450,54323,63489,,17,82,16,43,2,23,2,11,70,15,34,13,160,168
04/12/2020,PI,49,49,67,1714,6395,2338,1492,23,1543,58,1359,6252,1623,1166,80,12029,12081,1,7,17,6,2,,3,,1,16,4,1,,33,25
04/12/2020,PR,49,49,333,4719,34914,11594,8631,118,7945,408,4036,35726,8712,7806,321,60309,64954,1,10,100,29,27,,60,,8,113,17,20,2,167,220
04/12/2020,RJ,49,49,343,9268,72219,23829,23138,95,23726,1770,9689,72014,21281,19988,1804,128892,150272,2,19,186,64,66,,142,11,33,224,66,50,3,337,529
04/12/2020,RN,49,49,115,1000,7835,3228,2297,20,2064,93,1089,8221,2355,2072,223,14495,16117,,5,17,7,8,,10,1,4,16,4,6,1,37,42
04/12/2020,RO,49,49,51,627,3914,1033,900,8,1271,30,555,3994,843,777,31,6533,7501,,1,10,7,1,,4,1,1,20,,,,19,26
04/12/2020,RR,49,49,3,125,1153,461,293,4,655,6,123,1214,299,253,16,2039,2566,,2,,2,1,,,,,5,,,,5,5
04/12/2020,RS,49,49,523,6736,44500,14813,11388,82,7557,539,5887,43769,11307,10496,348,78042,79903,2,21,124,36,40,,55,1,22,122,38,34,,223,272
04/12/2020,SC,49,49,222,3217,20605,6943,5031,64,4167,208,2827,21366,5324,4469,104,36082,38465,1,10,68,17,9,,46,,11,69,15,21,,105,162
04/12/2020,SE,49,49,87,848,5958,1604,1909,22,1942,119,854,5917,1303,1618,80,10428,11833,,1,10,5,5,,7,,2,10,3,2,,21,24
04/12/2020,SP,49,49,1308,23770,148713,68386,40095,275,46961,1708,25552,154880,50922,37405,2281,282547,319709,3,63,469,194,122,1,171,4,68,474,142,123,5,852,987
04/12/2020,TO,49,49,47,415,2911,812,482,7,830,44,410,2920,712,511,24,4674,5451,,1,11,4,1,,,,3,7,1,1,,17,12
03/12/2020,AC,49,49,37,210,1821,813,390,5,735,39,225,1970,596,380,24,3276,3969,,,8,3,2,,1,,1,3,2,2,,13,9
03/12/2020,AL,49,49,87,1444,9342,2441,2002,13,2244,98,1292,10112,1832,2020,297,15329,17895,,4,30,13,4,,5,,5,26,3,8,,51,47
03/12/2020,AM,49,49,123,615,7712,1969,1691,32,2659,137,889,7894,2215,1729,747,12142,16270,,1,15,5,5,,7,,3,18,4,1,2,26,35
03/12/2020,AP,49,49,11,232,1224,434,388,6,736,6,238,1075,271,269,20,2295,2615,,1,1,,1,,3,,1,1,1,,,3,6
03/12/2020,BA,49,49,102,7178,40166,6786,8586,94,7875,139,6536,43958,5948,8313,450,62912,73219,,20,107,17,25,,20,,18,121,12,27,,169,198
03/12/2020,CE,49,49,112,2755,22053,6723,4493,37,9407,178,2999,24697,5731,4484,662,36173,48158,,10,61,15,18,,14,,10,49,5,11,1,104,90
03/12/2020,DF,49,49,124,912,6632,3022,2303,37,3749,124,912,6898,2614,1974,67,13030,16338,,1,17,9,4,,7,,3,19,6,5,,31,40
03/12/2020,ES,49,49,9,1292,11899,4807,3473,32,4641,4,1289,12084,3588,3217,321,21512,25144,,4,31,21,6,,23,,2,38,7,15,,62,85
03/12/2020,GO,49,49,131,3074,14702,6369,3671,42,6890,163,3134,15050,5410,3771,200,27989,34618,1,14,36,14,15,,13,1,11,41,10,16,1,80,93
03/12/2020,MA,49,49,129,1702,11599,2359,1699,6,2678,189,2166,13371,2200,1682,854,17494,23140,1,4,23,5,9,,2,,4,20,3,6,,42,35
03/12/2020,MG,49,49,1711,10039,62743,19758,16900,201,11965,1802,9308,68189,17476,17124,815,111352,126679,4,37,179,48,35,,44,5,26,176,35,31,7,303,324
03/12/2020,MS,49,49,74,1253,7475,3390,1744,39,1888,54,1290,7927,2966,1738,78,13975,15941,,6,23,5,3,,12,,1,22,11,7,2,37,55
03/12/2020,MT,49,49,37,771,9591,1126,841,25,2953,70,772,9892,1346,1143,52,12391,16228,,4,39,2,1,,8,,5,35,7,5,,46,60
03/12/2020,PA,49,49,177,2424,12314,3966,2626,35,5237,170,2651,13250,3777,2474,860,21542,28419,,3,39,17,15,,8,,5,28,7,4,1,74,53
03/12/2020,PB,49,49,132,2297,13161,4371,3444,24,2819,185,2083,13681,3300,3113,289,23429,25470,1,5,48,12,9,,6,1,4,41,11,8,,75,71
03/12/2020,PE,49,49,303,4493,29292,7508,12525,42,6886,587,3826,31921,5339,10325,4437,54163,63321,1,17,98,16,24,,12,1,9,77,18,27,7,156,151
03/12/2020,PI,49,49,66,1707,6378,2332,1490,23,1540,58,1358,6236,1619,1165,80,11996,12056,,2,23,8,6,,5,,1,6,3,,,39,15
03/12/2020,PR,49,49,332,4709,34814,11565,8604,118,7885,408,4028,35613,8695,7786,319,60142,64734,1,15,102,23,20,2,72,,4,101,22,24,1,163,224
03/12/2020,RJ,49,49,341,9249,72033,23765,23072,95,23584,1759,9656,71790,21215,19938,1801,128555,149743,1,26,183,50,67,1,156,7,28,206,60,51,8,328,516
03/12/2020,RN,49,49,115,995,7818,3221,2289,20,2054,92,1085,8205,2351,2066,222,14458,16075,,,26,12,8,,5,,3,18,7,7,1,46,41
03/12/2020,RO,49,49,51,626,3904,1026,899,8,1267,29,554,3974,843,777,31,6514,7475,1,1,5,3,3,,5,,1,12,2,,,13,20
03/12/2020,RR,49,49,3,123,1153,459,292,4,655,6,123,1209,299,253,16,2034,2561,,,3,3,1,,2,,,3,1,2,,7,8
03/12/2020,RS,49,49,521,6715,44376,14777,11348,82,7502,538,5865,43647,11269,10462,348,77819,79631,1,18,109,29,40,,52,2,14,127,37,30,1,197,263
03/12/2020,SC,49,49,221,3207,20537,6926,5022,64,4121,208,2816,21297,5309,4448,104,35977,38303,,9,68,15,12,,53,1,11,75,18,11,,104,169
03/12/2020,SE,49,49,87,847,5948,1599,1904,22,1935,119,852,5907,1300,1616,80,10407,11809,,2,14,7,8,,9,,,13,5,1,,31,28
03/12/2020,SP,49,49,1305,23707,148244,68192,39973,274,46790,1704,25484,154406,50780,37282,2276,281695,318722,3,62,411,178,102,,159,6,67,473,144,133,1,756,983
03/12/2020,TO,49,49,47,414,2900,808,481,7,830,44,407,2913,711,510,24,4657,5439,1,3,14,4,3,,2,1,1,4,2,2,,25,12
02/12/2020,AC,49,49,37,210,1813,810,388,5,734,39,224,1967,594,378,24,3263,3960,2,2,5,3,,,3,,,6,1,2,,12,12
02/12/2020,AL,49,49,87,1440,9312,2428,1998,13,2239,98,1287,10086,1829,2012,297,15278,17848,,2,31,8,5,,1,,2,23,8,6,,46,40
02/12/2020,AM,49,49,123,614,7697,1964,1686,32,2652,137,886,7876,2211,1728,745,12116,16235,,2,22,6,6,,11,,5,19,5,3,,36,43
02/12/2020,AP,49,49,11,231,1223,434,387,6,733,6,237,1074,270,269,20,2292,2609,,1,5,,3,,2,,,1,,,,9,3
02/12/2020,BA,49,49,102,7158,40059,6769,8561,94,7855,139,6518,43837,5936,8286,450,62743,73021,,30,120,18,18,,22,,20,112,17,19,2,186,192
02/12/2020,CE,49,49,112,2745,21992,6708,4475,37,9393,178,2989,24648,5726,4473,661,36069,48068,,5,72,16,12,,12,1,6,68,14,14,4,105,119
02/12/2020,DF,49,49,124,911,6615,3013,2299,37,3742,124,909,6879,2608,1969,67,12999,16298,,1,17,14,9,1,7,1,1,24,9,4,,42,46
02/12/2020,ES,49,49,9,1288,11868,4786,3467,32,4618,4,1287,12046,3581,3202,321,21450,25059,,5,32,12,13,,23,,2,37,8,11,1,62,82
02/12/2020,GO,49,49,130,3060,14666,6355,3656,42,6877,162,3123,15009,5400,3755,199,27909,34525,,8,45,18,15,,12,,9,40,21,9,,86,91
02/12/2020,MA,49,49,128,1698,11576,2354,1690,6,2676,189,2162,13351,2197,1676,854,17452,23105,,7,37,6,5,,4,1,2,42,7,2,,55,58
02/12/2020,MG,49,49,1707,10002,62564,19710,16865,201,11921,1797,9282,68013,17441,17093,808,111049,126355,5,19,185,50,44,1,70,5,20,195,34,41,4,304,369
02/12/2020,MS,49,49,74,1247,7452,3385,1741,39,1876,54,1289,7905,2955,1731,76,13938,15886,,2,19,10,2,,10,,3,22,7,6,,33,48
02/12/2020,MT,49,49,37,767,9552,1124,840,25,2945,70,767,9857,1339,1138,52,12345,16168,,1,38,3,3,,9,2,7,27,5,4,,45,54
02/12/2020,PA,49,49,177,2421,12275,3949,2611,35,5229,170,2646,13222,3770,2470,859,21468,28366,1,9,28,12,7,1,4,,3,21,3,4,,58,35
02/12/2020,PB,49,49,131,2292,13113,4359,3435,24,2813,184,2079,13640,3289,3105,289,23354,25399,,6,44,14,12,,10,,9,26,10,5,,76,60
02/12/2020,PE,49,49,302,4476,29194,7492,12501,42,6874,586,3817,31844,5321,10298,4430,54007,63170,,17,75,27,49,,18,3,10,81,12,35,12,168,171
02/12/2020,PI,49,49,66,1705,6355,2324,1484,23,1535,58,1357,6230,1616,1165,80,11957,12041,,2,14,7,3,,2,,1,13,4,1,,26,21
02/12/2020,PR,49,49,331,4694,34712,11542,8584,116,7813,408,4024,35512,8673,7762,318,59979,64510,1,11,95,28,33,1,77,3,9,96,22,19,,169,226
02/12/2020,RJ,49,49,340,9223,71850,23715,23005,94,23428,1752,9628,71584,21155,19887,1793,128227,149227,3,25,211,70,72,,138,4,23,211,58,61,9,381,504
02/12/2020,RN,49,49,115,995,7792,3209,2281,20,2049,92,1082,8187,2344,2059,221,14412,16034,,2,23,10,3,1,4,1,,27,12,6,1,39,51
02/12/2020,RO,49,49,50,625,3899,1023,896,8,1262,29,553,3962,841,777,31,6501,7455,,1,10,3,5,,2,,3,10,1,3,,19,19
02/12/2020,RR,49,49,3,123,1150,456,291,4,653,6,123,1206,298,251,16,2027,2553,,,4,1,1,,2,,,1,3,,,6,6
02/12/2020,RS,49,49,520,6697,44267,14748,11308,82,7450,536,5851,43520,11232,10432,347,77622,79368,2,10,114,42,28,,56,,22,113,32,36,1,196,260
02/12/2020,SC,49,49,221,3198,20469,6911,5010,64,4068,207,2805,21222,5291,4437,104,35873,38134,2,9,65,14,13,,50,2,11,64,15,12,,103,154
02/12/2020,SE,49,49,87,845,5934,1592,1896,22,1926,119,852,5894,1295,1615,80,10376,11781,1,2,12,3,4,,6,,6,18,1,3,,22,34
02/12/2020,SP,49,49,1302,23645,147833,68014,39871,274,46631,1698,25417,153933,50636,37149,2275,280939,317739,5,55,434,173,108,1,157,5,66,445,127,126,7,776,933
02/12/2020,TO,49,49,46,411,2886,804,478,7,828,43,406,2909,709,508,24,4632,5427,,1,13,3,1,,,,1,11,3,,,18,15
01/12/2020,AC,49,49,35,208,1808,807,388,5,731,39,224,1961,593,376,24,3251,3948,,1,8,2,1,,2,,,3,1,1,,12,7
01/12/2020,AL,49,49,87,1438,9281,2420,1993,13,2238,98,1285,10063,1821,2006,297,15232,17808,,1,26,7,8,,3,1,4,21,6,4,,42,39
01/12/2020,AM,49,49,123,612,7675,1958,1680,32,2641,137,881,7857,2206,1725,745,12080,16192,,1,29,1,6,,7,,3,25,5,5,2,37,47
01/12/2020,AP,49,49,11,230,1218,434,384,6,731,6,237,1073,270,269,20,2283,2606,,3,3,2,,,4,,,,,,,8,4
01/12/2020,BA,49,49,102,7128,39939,6751,8543,94,7833,139,6498,43725,5919,8267,448,62557,72829,,24,126,19,25,,24,,19,105,19,21,1,194,189
01/12/2020,CE,49,49,112,2740,21920,6692,4463,37,9381,177,2983,24580,5712,4459,657,35964,47949,2,2,66,15,10,,14,1,14,57,14,21,1,95,122
01/12/2020,DF,49,49,124,910,6598,2999,2290,36,3735,123,908,6855,2599,1965,67,12957,16252,,3,20,9,5,,4,,,23,5,5,,37,37
01/12/2020,ES,49,49,9,1283,11836,4774,3454,32,4595,4,1285,12009,3573,3191,320,21388,24977,,10,39,16,11,,27,,4,25,7,9,1,76,73
01/12/2020,GO,49,49,130,3052,14621,6337,3641,42,6865,162,3114,14969,5379,3746,199,27823,34434,1,14,50,23,10,1,7,,14,41,17,15,,99,94
01/12/2020,MA,49,49,128,1691,11539,2348,1685,6,2672,188,2160,13309,2190,1674,854,17397,23047,,6,34,4,6,,2,,5,36,2,3,,50,48
01/12/2020,MG,49,49,1702,9983,62379,19660,16821,200,11851,1792,9262,67818,17407,17052,804,110745,125986,6,28,200,51,39,,52,12,32,178,59,39,2,324,374
01/12/2020,MS,49,49,74,1245,7433,3375,1739,39,1866,54,1286,7883,2948,1725,76,13905,15838,,5,21,11,5,,11,,2,25,5,3,,42,46
01/12/2020,MT,49,49,37,766,9514,1121,837,25,2936,68,760,9830,1334,1134,52,12300,16114,1,2,33,2,2,,3,,1,16,3,6,,40,29
