date,state,epidemiological_week_2019,epidemiological_week_2020,deaths_indeterminate_2019,deaths_respiratory_failure_2019,deaths_others_2019,deaths_pneumonia_2019,deaths_septicemia_2019,deaths_sars_2019,deaths_covid19,deaths_indeterminate_2020,deaths_respiratory_failure_2020,deaths_others_2020,deaths_pneumonia_2020,deaths_septicemia_2020,deaths_sars_2020,deaths_total_2019,deaths_total_2020,new_deaths_indeterminate_2019,new_deaths_respiratory_failure_2019,new_deaths_others_2019,new_deaths_pneumonia_2019,new_deaths_septicemia_2019,new_deaths_sars_2019,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_respiratory_failure_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_septicemia_2020,new_deaths_sars_2020,new_deaths_total_2019,new_deaths_total_2020
01/12/2020,PA,49,49,176,2412,12247,3937,2604,34,5225,170,2643,13201,3767,2466,859,21410,28331,,13,44,10,7,,7,,3,45,3,5,,74,63
01/12/2020,PB,49,49,131,2286,13069,4345,3423,24,2803,184,2070,13614,3279,3100,289,23278,25339,,5,42,15,9,,7,,5,32,10,5,,71,59
01/12/2020,PE,49,49,302,4459,29119,7465,12452,42,6856,583,3807,31763,5309,10263,4418,53839,62999,1,9,89,25,30,,32,3,7,90,8,27,4,154,171
01/12/2020,PI,49,49,66,1703,6341,2317,1481,23,1533,58,1356,6217,1612,1164,80,11931,12020,1,3,15,5,2,,1,,5,18,1,5,,26,30
01/12/2020,PR,49,49,330,4683,34617,11514,8551,115,7736,405,4015,35416,8651,7743,318,59810,64284,1,14,103,28,24,,54,1,8,116,26,27,,170,232
01/12/2020,RJ,49,49,337,9198,71639,23645,22933,94,23290,1748,9605,71373,21097,19826,1784,127846,148723,5,27,234,67,65,,120,5,38,215,72,53,7,398,510
01/12/2020,RN,49,49,115,993,7769,3199,2278,19,2045,91,1082,8160,2332,2053,220,14373,15983,,4,20,7,4,,10,,2,21,6,5,1,35,45
01/12/2020,RO,49,49,50,624,3889,1020,891,8,1260,29,550,3952,840,774,31,6482,7436,,3,12,2,2,,6,,4,14,1,7,,19,32
01/12/2020,RR,49,49,3,123,1146,455,290,4,651,6,123,1205,295,251,16,2021,2547,,2,10,,2,,1,,,5,1,1,,14,8
01/12/2020,RS,49,49,518,6687,44153,14706,11280,82,7394,536,5829,43407,11200,10396,346,77426,79108,,14,144,28,32,,50,2,14,137,28,27,,218,258
01/12/2020,SC,49,49,219,3189,20404,6897,4997,64,4018,205,2794,21158,5276,4425,104,35770,37980,,5,53,12,13,,39,,10,59,22,13,1,83,144
01/12/2020,SE,49,49,86,843,5922,1589,1892,22,1920,119,846,5876,1294,1612,80,10354,11747,,1,13,3,3,,4,,,11,2,2,,20,19
01/12/2020,SP,49,49,1297,23590,147399,67841,39763,273,46474,1693,25351,153488,50509,37023,2268,280163,316806,4,78,400,180,108,1,160,5,60,464,150,137,5,771,981
01/12/2020,TO,49,49,46,410,2873,801,477,7,828,43,405,2898,706,508,24,4614,5412,,,9,1,3,,2,,,6,2,,,13,10
